Cód Transacción	Cód Transacción	Descripción Transacción	Artículo	Descripción Artículo	Planta	Desc. Planta	Cód. Configuración	Dirección	Cantidad	UdM	Dirección Paralela	Ctd Paralela	UdM Paralela	Ubicación	Almacén	Cajón	Fila	Nivel	Caja	Nº Lote	Nº Serie	Cód. Condición	Desc. Cód. Condición	Nº R/D/R	Nº Rev	Fecha Caducidad	Ref Orden 1	Ref Orden 2	Ref Orden 3	Ref Orden 4	Tipo Orden	Coste	Coste Inventario	Coste Total	Creado	Hora Creación	Nota	Realizado Por	Fecha Aplicada	Incl en Art Agr por Periodo	Incl.Valor Agreg. por Per.	Devol/Deshec	Propiedad	Propietario	Nombre Propietario	Propiedad Previo	Propietario Previo	Nombre Propietario Previo	Cód. Programa	Descripción de Programa	Cód Proyecto	Nombre Proyecto	Cód Subproyecto	Descripción Subproyecto	Cód Actividad	Descripción Actividad	Secuencia Actividad	Tiene Errores Contab	Tiene Contab Trasnferidas	Cód Inf Trans Inv	Fecha Aplicada Fecha Modificación	Fecha Aplicada Modificada por Usuario
"1,602,346"	INTSHIP	Consumo para Solic.Material	P03.027.PA0010	PASTA PARA AFORO DE COMBUSTIBLE  (DIESEL)	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		183751	5	1	1	Solicitud Material	12.97	12.97	12.97	22/03/2016	15:32:29	INT	VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254587		
"1,602,395"	WOISS	Emitir para Orden de Trabajo	P02.006.BR0002	"BROCHAS 1"""	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600148	*		1	Orden Trabajo	2.52	2.52	2.52	22/03/2016	15:47:50		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254594		
"1,602,396"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600148	*		3	Orden Trabajo	2.81	2.81	2.81	22/03/2016	15:47:51		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254594		
"1,602,441"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600146	*		3	Orden Trabajo	2.81	2.81	2.81	22/03/2016	15:56:50		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254601		
"1,602,442"	WOISS	Emitir para Orden de Trabajo	P02.016.TH0007	THINNER LACA	05M-O	TERMOPICHINCHA M-O	*	-	1	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600146	*		4	Orden Trabajo	12.53	12.53	12.53	22/03/2016	15:56:51		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254601		
"1,602,443"	WOISS	Emitir para Orden de Trabajo	P02.030.IN0001	"INTERRUPTOR SIMPLE, PARA CAJETIN"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600146	*		5	Orden Trabajo	1.7	1.7	1.7	22/03/2016	15:56:51		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254601		
"1,602,444"	WOISS	Emitir para Orden de Trabajo	P02.013.FC0072	FOCO AHORRADOR ESPIRAL MINI LYNX 25W	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600146	*		6	Orden Trabajo	4.93	4.93	4.93	22/03/2016	15:56:55		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254601		
"1,602,483"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600147	*		3	Orden Trabajo	2.81	2.81	2.81	22/03/2016	16:03:18		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254609		
"1,602,484"	WOISS	Emitir para Orden de Trabajo	P02.016.TH0007	THINNER LACA	05M-O	TERMOPICHINCHA M-O	*	-	1	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600147	*		4	Orden Trabajo	12.53	12.53	12.53	22/03/2016	16:03:19		VTIXE	22/03/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	254609		
"1,564,181"	ARRIVAL	Recepción de Orden de Compra	P02.002.AO0368	ORING EN NITRILO DI= 157- E= 6 MM	05M-O	TERMOPICHINCHA M-O	*	+	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	7	1	1	Orden Compra	8.96	35.84	35.84	22/02/2016	16:15:44		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,182"	ARRIVAL	Recepción de Orden de Compra	P02.002.AO0588	ORING EN VITON 50 X 56 X 3 MM	05M-O	TERMOPICHINCHA M-O	*	+	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	8	1	1	Orden Compra	22.4	89.6	89.6	22/02/2016	16:15:44		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,183"	ARRIVAL	Recepción de Orden de Compra	P01.020.SA0060	SELLO DE ACEITE (RETENEDOR)  56 X 95 X 14	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	9	1	1	Orden Compra	50.4	100.8	100.8	22/02/2016	16:15:45		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,184"	ARRIVAL	Recepción de Orden de Compra	01.090.TR0001	RETENEDOR POSTERIOR DE CIGUEÑAL-142-5867	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	10	1	1	Orden Compra	53.76	107.52	107.52	22/02/2016	16:15:45		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,582,580"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0076	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL VARILLAS PARA SUELDA	05M-O	TERMOPICHINCHA M-O	*	+	5	KILOGRAMOS				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	33	1	1	Orden Compra	1.66	8.3	8.3	07/03/2016	19:51:05		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,581"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0077	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL CINTA TERMOCONTACTIL	05M-O	TERMOPICHINCHA M-O	*	+	296	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	34	1	1	Orden Compra	1.66	491.36	491.36	07/03/2016	19:51:05		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,582"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0078	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL (CINTA )	05M-O	TERMOPICHINCHA M-O	*	+	150	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	35	1	1	Orden Compra	1.66	249	249	07/03/2016	19:51:06		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,583"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0079	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL (EMPAQUE GRUESO BLANCO)	05M-O	TERMOPICHINCHA M-O	*	+	20	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	36	1	1	Orden Compra	1.66	33.2	33.2	07/03/2016	19:51:06		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,584"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0080	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL.	05M-O	TERMOPICHINCHA M-O	*	+	6	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	37	1	1	Orden Compra	1.66	9.96	9.96	07/03/2016	19:51:06		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,585"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0081	MATERIAL AISLANTE VARIOUS INSULATING  MATERIAL	05M-O	TERMOPICHINCHA M-O	*	+	"1,200"	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	38	1	1	Orden Compra	1.49	"1,788"	"1,788"	07/03/2016	19:51:07		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,586"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0082	MATERIAL AISLANTE VARIOUS INSULATING MATERIAL TUBOS CUADRADOS DE GOMA	05M-O	TERMOPICHINCHA M-O	*	+	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	39	1	1	Orden Compra	1.66	6.64	6.64	07/03/2016	19:51:07		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,587"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0083	MATERIAL AISLANTE VARIOUS INSULATING.	05M-O	TERMOPICHINCHA M-O	*	+	36	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	40	1	1	Orden Compra	1.66	59.76	59.76	07/03/2016	19:51:08		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,588"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0084	MATERIAL AISLANTE VARIOUS INSULATING..	05M-O	TERMOPICHINCHA M-O	*	+	71	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	41	1	1	Orden Compra	1.54	109.34	109.34	07/03/2016	19:51:08		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,589"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0085	MATERIAL AISLANTE VARIOUS INSULATING…	05M-O	TERMOPICHINCHA M-O	*	+	86	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	42	1	1	Orden Compra	1.62	139.32	139.32	07/03/2016	19:51:08		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,590"	ARRIVAL	Recepción de Orden de Compra	P03.010.MT0086	MATERIAL AISLANTE VARIOUS INSULATING….	05M-O	TERMOPICHINCHA M-O	*	+	104	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	43	1	1	Orden Compra	1.5	156	156	07/03/2016	19:51:09		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,653"	ARRIVAL	Recepción de Orden de Compra	P03.002.LC0036	BELZONA 1311 CERAMICA R- METAL -KIT	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	106	1	1	Orden Compra	428.4	856.8	856.8	07/03/2016	19:51:41		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,582,654"	ARRIVAL	Recepción de Orden de Compra	P03.003.LI0003	LIMPIADOR DE CONTACTOS ELECTRONICOS.	05M-O	TERMOPICHINCHA M-O	*	+	50	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042773	107	1	1	Orden Compra	23.12	"1,156"	"1,156"	07/03/2016	19:51:41		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251921	08/03/2016 11:14	VTIXE
"1,583,021"	WOISS	Emitir para Orden de Trabajo	P02.013.FC0072	FOCO AHORRADOR ESPIRAL MINI LYNX 25W	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600100	*		13	Orden Trabajo	4.93	9.86	9.86	08/03/2016	10:39:39		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,022"	WOISS	Emitir para Orden de Trabajo	P02.013.LU0024	"LUZ PILOTO ROJO, 110VAC/DC, 22MM"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600100	*		14	Orden Trabajo	9.23	9.23	9.23	08/03/2016	10:39:40		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,024"	WOISS	Emitir para Orden de Trabajo	P02.005.PR0184	"PERNO HEXAGONAL DE 1/4"" X  1"""	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600100	*		16	Orden Trabajo	0.15	0.3	0.3	08/03/2016	10:39:41		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,026"	WOISS	Emitir para Orden de Trabajo	P02.014.CN0010	CINTA DUCTO PLASTIFICADA- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600100	*		18	Orden Trabajo	17.5	17.5	17.5	08/03/2016	10:39:42		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,029"	WOISS	Emitir para Orden de Trabajo	P02.006.LJ0016	LIJA DE AGUA 240	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600100	*		21	Orden Trabajo	0.38	0.76	0.76	08/03/2016	10:39:44		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,035"	WOISS	Emitir para Orden de Trabajo	P02.005.PE0150	PERNO M12 X 30	05M-O	TERMOPICHINCHA M-O	*	-	100	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600100	*		25	Orden Trabajo	0.5	50.09	50.09	08/03/2016	10:39:46		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,039"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0038	LIMPIADOR DE MOTORES ELECTRICOS	05M-O	TERMOPICHINCHA M-O	*	-	25	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600100	*		30	Orden Trabajo	27.16	679	679	08/03/2016	10:39:48		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,042"	WOISS	Emitir para Orden de Trabajo	P03.005.BZ0010	BARNIZ TRANSPARENTE (DIELECTRICO ) - TARRO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600100	*		33	Orden Trabajo	40.92	40.92	40.92	08/03/2016	10:39:50		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	251993	08/03/2016 11:22	VTIXE
"1,583,373"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600126	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	11:40:36		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252025	08/03/2016 11:41	VTIXE
"1,583,374"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600126	*		2	Orden Trabajo	16.9	16.9	16.9	08/03/2016	11:40:37		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252025	08/03/2016 11:41	VTIXE
"1,583,396"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600127	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	11:51:53		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252027	08/03/2016 11:52	VTIXE
"1,583,397"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600127	*		2	Orden Trabajo	16.9	16.9	16.9	08/03/2016	11:51:53		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252027	08/03/2016 11:52	VTIXE
"1,583,399"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600129	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	11:55:46		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252028	08/03/2016 11:56	VTIXE
"1,583,400"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600129	*		2	Orden Trabajo	16.9	16.9	16.9	08/03/2016	11:55:46		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252028	08/03/2016 11:56	VTIXE
"1,583,569"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600131	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	13:23:19		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252048	08/03/2016 13:23	VTIXE
"1,583,570"	WOISS	Emitir para Orden de Trabajo	P03.010.MT0070	MATERIAL AISLANTE PAQUETES - PAQUETE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600131	*		2	Orden Trabajo	1.66	1.66	1.66	08/03/2016	13:23:19		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252048	08/03/2016 13:23	VTIXE
"1,583,571"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600131	*		3	Orden Trabajo	16.9	16.9	16.9	08/03/2016	13:23:20		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252048	08/03/2016 13:23	VTIXE
"1,583,572"	WOISS	Emitir para Orden de Trabajo	P02.019.AR0004	AMARRAS PLASTICAS PEQUEÑAS #10	05M-O	TERMOPICHINCHA M-O	*	-	40	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600131	*		4	Orden Trabajo	0.03	1.34	1.34	08/03/2016	13:23:20		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252048	08/03/2016 13:23	VTIXE
"1,583,577"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600133	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	13:30:30		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252052	08/03/2016 13:31	VTIXE
"1,583,578"	WOISS	Emitir para Orden de Trabajo	P02.019.AR0004	AMARRAS PLASTICAS PEQUEÑAS #10	05M-O	TERMOPICHINCHA M-O	*	-	30	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600133	*		2	Orden Trabajo	0.03	1	1	08/03/2016	13:30:31		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252052	08/03/2016 13:31	VTIXE
"1,583,579"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600133	*		3	Orden Trabajo	16.9	16.9	16.9	08/03/2016	13:30:31		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252052	08/03/2016 13:31	VTIXE
"1,583,585"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	1	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600134	*		1	Orden Trabajo	2.81	2.81	2.81	08/03/2016	13:36:22		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252055	08/03/2016 13:36	VTIXE
"1,583,586"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0037	LIMPIADOR DE CONTACTOS  ELECTRONICOS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600134	*		2	Orden Trabajo	16.9	16.9	16.9	08/03/2016	13:36:23		VTIXE	29/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	252055	08/03/2016 13:36	VTIXE
"1,564,185"	ARRIVAL	Recepción de Orden de Compra	P01.020.SE0059	SELLO DE PISTON-8383204	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	11	1	1	Orden Compra	206.08	412.16	412.16	22/02/2016	16:15:46		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,186"	ARRIVAL	Recepción de Orden de Compra	P01.119.ES0007	ESPACIADOR-L14520P01	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	12	1	1	Orden Compra	5.6	11.2	11.2	22/02/2016	16:15:46		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,187"	ARRIVAL	Recepción de Orden de Compra	P02.004.EM0402	EMPAQUE DE TEFLON	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	13	1	1	Orden Compra	86.24	172.48	172.48	22/02/2016	16:15:46		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,188"	ARRIVAL	Recepción de Orden de Compra	P02.002.AO0590	ORING EN VITON 24 X 32 X 4 MM	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	14	1	1	Orden Compra	4.48	8.96	8.96	22/02/2016	16:15:47		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,189"	ARRIVAL	Recepción de Orden de Compra	P02.002.AO0636	"ORING EN VITON, DI= 140 MM, ESP. 4 MM"	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	15	1	1	Orden Compra	11.2	22.4	22.4	22/02/2016	16:15:48		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,190"	ARRIVAL	Recepción de Orden de Compra	P01.119.ES0005	ESPACIADOR-9532762	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042245	16	1	1	Orden Compra	5.6	11.2	11.2	22/02/2016	16:15:48		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,191"	ARRIVAL	Recepción de Orden de Compra	P02.005.PR0674	"PERNO PRISIONERO 1/4 X 3/8"""	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	17	1	1	Orden Compra	5.6	11.2	11.2	22/02/2016	16:15:48		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
"1,564,192"	ARRIVAL	Recepción de Orden de Compra	P01.019.EM0015	EMBOLO DE LA BOMBA DE ACEITE 6N-1931	05M-O	TERMOPICHINCHA M-O	*	+	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042245	18	1	1	Orden Compra	97.44	194.88	194.88	22/02/2016	16:15:49		VTIXE	22/02/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	249169		
