Cód Transacción	Cód Transacción	Descripción Transacción	Artículo	Descripción Artículo	Planta	Desc. Planta	Cód. Configuración	Dirección	Cantidad	UdM	Dirección Paralela	Ctd Paralela	UdM Paralela	Ubicación	Almacén	Cajón	Fila	Nivel	Caja	Nº Lote	Nº Serie	Cód. Condición	Desc. Cód. Condición	Nº R/D/R	Nº Rev	Fecha Caducidad	Ref Orden 1	Ref Orden 2	Ref Orden 3	Ref Orden 4	Tipo Orden	Coste	Coste Inventario	Coste Total	Creado	Hora Creación	Nota	Realizado Por	Fecha Aplicada	Incl en Art Agr por Periodo	Incl.Valor Agreg. por Per.	Devol/Deshec	Propiedad	Propietario	Nombre Propietario	Propiedad Previo	Propietario Previo	Nombre Propietario Previo	Cód. Programa	Descripción de Programa	Cód Proyecto	Nombre Proyecto	Cód Subproyecto	Descripción Subproyecto	Cód Actividad	Descripción Actividad	Secuencia Actividad	Tiene Errores Contab	Tiene Contab Trasnferidas	Cód Inf Trans Inv	Fecha Aplicada Fecha Modificación	Fecha Aplicada Modificada por Usuario
"1,698,898"	WOISS	Emitir para Orden de Trabajo	P03.014.IN0014	"ANTIADHERENTE DE NIQUEL, GRAFITO"	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		287	Orden Trabajo	57.53	57.53	57.53	24/06/2016	11:21:46		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,899"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	2.5	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		72	*		288	Orden Trabajo	2.81	7.03	7.03	24/06/2016	11:21:46		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,900"	WOISS	Emitir para Orden de Trabajo	P02.014.CN0010	CINTA DUCTO PLASTIFICADA- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		72	*		289	Orden Trabajo	17.5	17.5	17.5	24/06/2016	11:21:47		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,901"	WOISS	Emitir para Orden de Trabajo	P03.008.LI0038	LIMPIADOR DE MOTORES ELECTRICOS	05M-O	TERMOPICHINCHA M-O	*	-	14.5	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		290	Orden Trabajo	27.16	393.82	393.82	24/06/2016	11:21:48		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,902"	WOISS	Emitir para Orden de Trabajo	P02.005.AR0296	"ARANDELA PLANA 5/32"""	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		291	Orden Trabajo	0.02	0.04	0.04	24/06/2016	11:21:48		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,903"	WOISS	Emitir para Orden de Trabajo	P02.016.TH0007	THINNER LACA	05M-O	TERMOPICHINCHA M-O	*	-	3	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		292	Orden Trabajo	12.55	37.66	37.66	24/06/2016	11:21:49		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,904"	WOISS	Emitir para Orden de Trabajo	P02.031.PL0001	PLASTICO C/NEGRO	05M-O	TERMOPICHINCHA M-O	*	-	3	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		72	*		293	Orden Trabajo	1.92	5.75	5.75	24/06/2016	11:21:49		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,905"	WOISS	Emitir para Orden de Trabajo	P02.005.PR0313	PERNO M5 X 50	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		72	*		294	Orden Trabajo	0.13	0.52	0.52	24/06/2016	11:21:50		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,906"	WOISS	Emitir para Orden de Trabajo	P03.001.PE0008	"PENETRANTE, DESOXIDANTE"	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		295	Orden Trabajo	10.28	20.56	20.56	24/06/2016	11:21:50		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,907"	WOISS	Emitir para Orden de Trabajo	P03.010.MT0071	MATERIAL AISLANTE TAYPE- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		296	Orden Trabajo	0.81	0.81	0.81	24/06/2016	11:21:51		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,908"	WOISS	Emitir para Orden de Trabajo	P02.005.PR0239	"PERNO ACERO 3/8 X 1 1/4"""	05M-O	TERMOPICHINCHA M-O	*	-	6	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	72	*		297	Orden Trabajo	0.2	1.17	1.17	24/06/2016	11:21:52		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,698,909"	WOISS	Emitir para Orden de Trabajo	P01.013.RT0042	ROTOR DE COMPRESOR-TURBINA 199C4304G054	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		72	*		298	Orden Trabajo	"2,078,064.71"	"2,078,064.71"	"2,078,064.71"	24/06/2016	11:21:52		VTIXE	24/06/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	270566		
"1,648,709"	ARRIVAL	Recepción de Orden de Compra	P05.011.GR0006	"GRILLETE TIPO ""U""  5/8"", P/CADENA"	05M-O	TERMOPICHINCHA M-O	*	+	5	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	1	1	1	Orden Compra	7.49	37.46	37.46	05/05/2016	11:43:48		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,710"	ARRIVAL	Recepción de Orden de Compra	P05.011.GR0001	"GRILLETE GALVANIZADO CON PERNO 3/4"" Y TUERCA"	05M-O	TERMOPICHINCHA M-O	*	+	5	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	2	1	1	Orden Compra	12.99	64.96	64.96	05/05/2016	11:43:49		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,711"	ARRIVAL	Recepción de Orden de Compra	P05.037.PS0004	PISTOLA  PARA  PINTURA	05M-O	TERMOPICHINCHA M-O	*	+	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	3	1	1	Orden Compra	79.24	316.96	316.96	05/05/2016	11:43:50		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,712"	ARRIVAL	Recepción de Orden de Compra	P02.054.AC0015	"EJE BRONCE FOSFORICO 26MM - 1"""	05M-O	TERMOPICHINCHA M-O	*	+	4.5	kg				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	4	1	1	Orden Compra	42.04	189.19	189.19	05/05/2016	11:43:50		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,713"	ARRIVAL	Recepción de Orden de Compra	P02.054.AC0057	"EJE BRONCE FOSFORICO 2"""	05M-O	TERMOPICHINCHA M-O	*	+	18	kg				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	5	1	1	Orden Compra	41.92	754.52	754.52	05/05/2016	11:43:51		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,714"	ARRIVAL	Recepción de Orden de Compra	P02.054.AC0105	"EJE DE BRONCE FOSFORICO 3"""	05M-O	TERMOPICHINCHA M-O	*	+	10.15	KILOGRAMOS				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042730	6	1	1	Orden Compra	42.23	428.66	428.66	05/05/2016	11:43:51		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,715"	ARRIVAL	Recepción de Orden de Compra	P02.054.AC0007	"EJE ACERO DE TRASMISION DE 1"""	05M-O	TERMOPICHINCHA M-O	*	+	4	kg				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	7	1	1	Orden Compra	5.29	21.18	21.18	05/05/2016	11:43:52		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,716"	ARRIVAL	Recepción de Orden de Compra	02.054.AC0066	"EJE ACERO DE TRANSMISION DE 2"""	05M-O	TERMOPICHINCHA M-O	*	+	16	kg				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100042730	8	1	1	Orden Compra	5.43	86.84	86.84	05/05/2016	11:43:52		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,717"	ARRIVAL	Recepción de Orden de Compra	P02.054.AC0106	"EJE ACERO DE TRANSMISION 3"""	05M-O	TERMOPICHINCHA M-O	*	+	9	KILOGRAMOS				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100042730	9	1	1	Orden Compra	6.43	57.86	57.86	05/05/2016	11:43:53		VTIXE	03/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261963	05/05/2016 11:43	VTIXE
"1,648,904"	ARRIVAL	Recepción de Orden de Compra	P01.011.CJ0048	COJINETE DE GENERADOR - RECONSTRUIDO	05M-O	TERMOPICHINCHA M-O	*	+	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		P100043344	1	1	1	Orden Compra	"23,387"	"23,387"	"23,387"	05/05/2016	13:42:16		VTIXE	05/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	261994		
"1,649,215"	ARRIVAL	Recepción de Orden de Compra	P02.026.TB0261	TUBO TERMOCOMPRESIBLE PLANO 60-33 MM	05M-O	TERMOPICHINCHA M-O	*	+	5	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100043457	1	1	1	Orden Compra	0.44	2.18	2.18	05/05/2016	16:12:19		VTIXE	04/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	262081	05/05/2016 16:12	VTIXE
"1,663,329"	WOISS	Emitir para Orden de Trabajo	P03.010.MT0084	MATERIAL AISLANTE VARIOUS INSULATING..	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		144	*		1	Orden Trabajo	1.54	6.16	6.16	20/05/2016	11:21:34		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264649		
"1,663,330"	WOISS	Emitir para Orden de Trabajo	P02.005.AR0023	"ARANDELA  PLANA  DE 1 1/4"""	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	144	*		2	Orden Trabajo	0.04	0.18	0.18	20/05/2016	11:21:35		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264649		
"1,663,331"	WOISS	Emitir para Orden de Trabajo	P02.026.TB0261	TUBO TERMOCOMPRESIBLE PLANO 60-33 MM	05M-O	TERMOPICHINCHA M-O	*	-	5	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		144	*		3	Orden Trabajo	0.44	2.18	2.18	20/05/2016	11:21:35		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264649		
"1,663,332"	WOISS	Emitir para Orden de Trabajo	P02.029.BA0052	"BARRA DE COBRE REDONDO DIAMETRO 1 1/2"" X 1 METRO"	05M-O	TERMOPICHINCHA M-O	*	-	0.1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		144	*		4	Orden Trabajo	650.31	65.03	65.03	20/05/2016	11:21:36		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264649		
"1,663,363"	WOISS	Emitir para Orden de Trabajo	P02.006.LJ0015	LIJA DE AGUA 180	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	104	*		14	Orden Trabajo	0.37	0.75	0.75	20/05/2016	11:29:08		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264654		
"1,663,364"	WOISS	Emitir para Orden de Trabajo	P02.016.TH0007	THINNER LACA	05M-O	TERMOPICHINCHA M-O	*	-	1.5	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		104	*		15	Orden Trabajo	12.53	18.8	18.8	20/05/2016	11:29:09		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264654		
"1,663,365"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	2	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		104	*		16	Orden Trabajo	2.81	5.62	5.62	20/05/2016	11:29:09		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264654		
"1,663,392"	WOISS	Emitir para Orden de Trabajo	P02.011.CB0090	CABLE FLEXIBLE 14 AWG	05M-O	TERMOPICHINCHA M-O	*	-	10	m				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600224	*		1	Orden Trabajo	0.5	4.98	4.98	20/05/2016	11:35:39		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264656		
"1,663,393"	WOISS	Emitir para Orden de Trabajo	P01.142.BN0013	BORNERA DE PORCELANA TRIPLE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600224	*		2	Orden Trabajo	3.86	3.86	3.86	20/05/2016	11:35:40		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264656		
"1,663,394"	WOISS	Emitir para Orden de Trabajo	P02.021.TM0019	TOMACORRIENTE SIMPLE POLARIZADO 15A	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600224	*		3	Orden Trabajo	2.05	2.05	2.05	20/05/2016	11:35:41		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264656		
"1,663,397"	WOISS	Emitir para Orden de Trabajo	P03.003.LI0003	LIMPIADOR DE CONTACTOS ELECTRONICOS.	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600225	*		1	Orden Trabajo	28.54	28.54	28.54	20/05/2016	11:40:29		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264657		
"1,663,398"	WOISS	Emitir para Orden de Trabajo	P02.016.TH0007	THINNER LACA	05M-O	TERMOPICHINCHA M-O	*	-	0.25	GALON				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600225	*		2	Orden Trabajo	12.53	3.13	3.13	20/05/2016	11:40:29		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264657		
"1,663,399"	WOISS	Emitir para Orden de Trabajo	P02.010.TR0062	TERMINAL DE OJO PARA CABLE 14-16	05M-O	TERMOPICHINCHA M-O	*	-	4	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	600225	*		3	Orden Trabajo	0.08	0.32	0.32	20/05/2016	11:40:29		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264657		
"1,663,401"	WOISS	Emitir para Orden de Trabajo	P03.003.LI0003	LIMPIADOR DE CONTACTOS ELECTRONICOS.	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600226	*		1	Orden Trabajo	28.54	28.54	28.54	20/05/2016	11:49:49		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264659		
"1,663,402"	WOISS	Emitir para Orden de Trabajo	P02.033.RE0001	RETAZOS - TRAPOS	05M-O	TERMOPICHINCHA M-O	*	-	2	lb				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600226	*		2	Orden Trabajo	2.81	5.62	5.62	20/05/2016	11:49:50		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264659		
"1,663,403"	WOISS	Emitir para Orden de Trabajo	P03.010.MT0071	MATERIAL AISLANTE TAYPE- ROLLO	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600226	*		3	Orden Trabajo	0.81	1.62	1.62	20/05/2016	11:49:50		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264659		
"1,663,418"	WOISS	Emitir para Orden de Trabajo	P03.003.LI0003	LIMPIADOR DE CONTACTOS ELECTRONICOS.	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		600227	*		1	Orden Trabajo	28.54	28.54	28.54	20/05/2016	11:54:03		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264663		
"1,663,419"	WOISS	Emitir para Orden de Trabajo	P02.019.AR0003	AMARRAS PLASTICAS MEDIANAS #20	05M-O	TERMOPICHINCHA M-O	*	-	100	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600227	*		2	Orden Trabajo	0.05	4.83	4.83	20/05/2016	11:54:03		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264663		
"1,663,420"	WOISS	Emitir para Orden de Trabajo	P02.019.AR0005	AMARRA PLASTICA # 15	05M-O	TERMOPICHINCHA M-O	*	-	100	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		600227	*		3	Orden Trabajo	0.03	3.06	3.06	20/05/2016	11:54:04		VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264663		
"1,663,530"	INTSHIP	Consumo para Solic.Material	P14.006.GU0007	GUANTE DE NITRILO-ULTRANITRIL	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192341	1	1	1	Solicitud Material	2.21	2.21	2.21	20/05/2016	13:06:48	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264678		
"1,663,531"	INTSHIP	Consumo para Solic.Material	P14.006.GU0033	"GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, REVESTIMIENTO DE ESPUMA DE NITRILO"	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		192341	2	1	1	Solicitud Material	10.53	10.53	10.53	20/05/2016	13:06:48	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264678		
"1,663,532"	INTSHIP	Consumo para Solic.Material	P14.006.GU0007	GUANTE DE NITRILO-ULTRANITRIL	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192343	1	1	1	Solicitud Material	2.21	2.21	2.21	20/05/2016	13:10:19	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264679		
"1,663,533"	INTSHIP	Consumo para Solic.Material	P14.006.GU0033	"GUANTE DE NYLON TRICOTADO SIN COSTURA, GALGA 18, REVESTIMIENTO DE ESPUMA DE NITRILO"	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		192343	2	1	1	Solicitud Material	10.53	10.53	10.53	20/05/2016	13:10:19	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264679		
"1,663,551"	INTSHIP	Consumo para Solic.Material	P14.005.GF0012	GAFA DE SEGURIDAD V/NEGRO	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192346	1	1	1	Solicitud Material	11.2	11.2	11.2	20/05/2016	13:17:32	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264684		
"1,663,552"	INTSHIP	Consumo para Solic.Material	P14.006.GU0032	"GUANTE DOBLE CAPA  DE PVC  CON TERMINADO ARENOSO, FORRO INTERIOR DE 100% ALGODON"	05M-O	TERMOPICHINCHA M-O	*	-	1	PAR				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		192346	2	1	1	Solicitud Material	10.98	10.98	10.98	20/05/2016	13:17:33	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264684		
"1,663,553"	INTSHIP	Consumo para Solic.Material	P12.051.PI0001	PILAS PEQUEÑAS 2 AA	05M-O	TERMOPICHINCHA M-O	*	-	6	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	27/05/2014	192349	1	1	1	Solicitud Material	1.53	9.15	9.15	20/05/2016	13:24:23	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264687		
"1,663,594"	INTSHIP	Consumo para Solic.Material	P12.015.CB0001	CINTA DE EMBALAJE- CAFE	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	192351	1	1	1	Solicitud Material	0.84	1.68	1.68	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,595"	INTSHIP	Consumo para Solic.Material	P12.011.MR0010	MARCADOR PUNTA GRUESA NEGRO	05M-O	TERMOPICHINCHA M-O	*	-	2	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192351	2	1	1	Solicitud Material	0.37	0.73	0.73	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,596"	INTSHIP	Consumo para Solic.Material	P12.011.MR0014	MARCADOR PARA METALES	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192351	3	1	1	Solicitud Material	7.73	7.73	7.73	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,597"	INTSHIP	Consumo para Solic.Material	P12.041.ES0001	ESTILETE	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1		192351	4	1	1	Solicitud Material	0.69	0.69	0.69	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,598"	INTSHIP	Consumo para Solic.Material	P12.015.MA0003	"MASKING TAPE 1""  ROLLO"	05M-O	TERMOPICHINCHA M-O	*	-	3	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		192351	5	1	1	Solicitud Material	0.86	2.58	2.58	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,599"	INTSHIP	Consumo para Solic.Material	P12.018.TJ0001	TIJERAS	05M-O	TERMOPICHINCHA M-O	*	-	1	UNIDAD				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*	NORMAL	Condición normal.	*	1	01/01/2999	192351	6	1	1	Solicitud Material	0.81	0.81	0.81	20/05/2016	13:46:36	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264695		
"1,663,721"	INTUNISS	Deshacer Salida Artículo Inventario en Solicitud Material	P03.008.LI0045	LIMPIADOR DE CAÑERIAS.	05M-O	TERMOPICHINCHA M-O	*	+	10	l				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		191565	1	1	1	Solicitud Material	1.59	15.87	15.87	20/05/2016	14:29:42	INT	VTIXE	17/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE		20/05/2016 14:31	VTIXE
"1,663,722"	UNRCPT-	Deshacer Recepción Orden Compra	P03.008.LI0045	LIMPIADOR DE CAÑERIAS.	05M-O	TERMOPICHINCHA M-O	*	-	10	l				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100043569	1	1	1	Orden Compra	1.34	13.44	13.44	20/05/2016	14:34:41		VTIXE	16/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE		20/05/2016 15:21	VTIXE
"1,663,869"	ARRIVAL	Recepción de Orden de Compra	P03.008.LI0045	LIMPIADOR DE CAÑERIAS.	05M-O	TERMOPICHINCHA M-O	*	+	10	l				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		P100043569	1	1	2	Orden Compra	1.34	13.4	13.4	20/05/2016	15:18:08		VTIXE	16/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264732	20/05/2016 15:18	VTIXE
"1,663,915"	INTSHIP	Consumo para Solic.Material	P03.008.LI0045	LIMPIADOR DE CAÑERIAS.	05M-O	TERMOPICHINCHA M-O	*	-	10	l				SRAM0000	SANTA ROSA M-O	SRA01	0	0	0	0	*			*	1		192406	1	1	1	Solicitud Material	1.59	15.87	15.87	20/05/2016	15:27:14	INT	VTIXE	20/05/2016	N	N		Propiedad Compañía														0	FALSE	TRUE	264738		
