PROVINCIA;CANTON;PARROQUIA;TIPO DE INSCRIPCION;AÑO;MES;TOTAL
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;3;53
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;3;10
CAÑAR;CAÑAR;CAÑAR;Tardías (pasado los 14 años);2015;3;2
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;3;71
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;3;49
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;3;68
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;3;39
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;4;70
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;4;48
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;4;37
CAÑAR;CAÑAR;CAÑAR;Tardías (pasado los 14 años);2015;4;2
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (pasado los 14 años);2015;4;1
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;4;47
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;4;46
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;4;6
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;4;14
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;4;97
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;5;32
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;5;2
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;5;44
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;5;67
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;5;80
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;5;8
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;5;6
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;5;44
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;5;41
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;6;43
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;6;12
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;6;34
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;6;88
CAÑAR;CAÑAR;CAÑAR;Tardías (pasado los 14 años);2015;6;1
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;6;72
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;6;40
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;6;9
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;6;43
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;7;3
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;7;39
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;7;70
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;7;45
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;7;8
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;7;34
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;7;34
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;7;17
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;7;102
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;8;44
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;8;87
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;8;7
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;8;96
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;8;33
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;8;32
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;8;36
CAÑAR;CAÑAR;CAÑAR;Tardías (pasado los 14 años);2015;8;1
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;8;15
CAÑAR;AZOGUES;AZOGUES;Oportunas (hasta 30 días);2015;9;120
CAÑAR;CAÑAR;CAÑAR;Oportunas (hasta 30 días);2015;9;43
CAÑAR;LA TRONCAL;LA TRONCAL;Oportunas (hasta 30 días);2015;9;41
CAÑAR;SUSCAL;SUSCAL;Tardías (hasta 14 años);2015;9;2
CAÑAR;LA TRONCAL;LA TRONCAL;Tardías (hasta 14 años);2015;9;44
CAÑAR;AZOGUES;AZOGUES;Tardías (pasado los 14 años);2015;9;3
CAÑAR;AZOGUES;AZOGUES;Tardías (hasta 14 años);2015;9;73
CAÑAR;CAÑAR;CAÑAR;Tardías (hasta 14 años);2015;9;33
CAÑAR;SUSCAL;SUSCAL;Oportunas (hasta 30 días);2015;9;15
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;1;10
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;1;19
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;1;57
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;1;1
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;1;11
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;1;15
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;1;2
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;1;121
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;2;19
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;2;11
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;2;1
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;2;117
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;2;9
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;2;1
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;2;36
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;2;17
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;2;4
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Oportunas (hasta 30 días);2015;1;2
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Tardías (hasta 14 años);2015;1;3
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Tardías (hasta 14 años);2015;2;2
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Oportunas (hasta 30 días);2015;3;4
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Tardías (hasta 14 años);2015;3;5
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Oportunas (hasta 30 días);2015;4;1
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Tardías (hasta 14 años);2015;4;3
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Oportunas (hasta 30 días);2015;6;1
CARCHI;MIRA;JIJON Y CAAMAÑO(C.RIO BLC;Tardías (pasado los 14 años);2015;6;1
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;3;51
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;3;1
CARCHI;TULCAN;EL CHICAL;Oportunas (hasta 30 días);2015;3;9
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;3;29
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;3;97
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;3;15
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;3;2
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;3;21
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;3;22
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;3;1
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;3;11
CARCHI;TULCAN;EL CHICAL;Tardías (pasado los 14 años);2015;4;1
CARCHI;TULCAN;EL CHICAL;Oportunas (hasta 30 días);2015;4;1
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;4;10
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (hasta 14 años);2015;4;30
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (pasado los 14 años);2015;4;10
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;4;121
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;4;10
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;4;22
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;4;9
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;4;43
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;4;20
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;5;22
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;5;3
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;5;50
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;5;1
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;5;6
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;5;15
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;5;10
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;5;16
CARCHI;TULCAN;EL CHICAL;Tardías (pasado los 14 años);2015;5;3
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;5;117
CARCHI;TULCAN;JULIO ANDRADE;Tardías (pasado los 14 años);2015;5;3
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;6;3
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;6;11
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;6;2
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;6;112
CARCHI;TULCAN;EL CHICAL;Oportunas (hasta 30 días);2015;6;1
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;6;16
CARCHI;TULCAN;EL CHICAL;Tardías (pasado los 14 años);2015;6;1
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (hasta 14 años);2015;6;29
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (pasado los 14 años);2015;6;7
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;6;50
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;6;10
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;6;19
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;6;9
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;7;20
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;7;25
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;7;145
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;7;11
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;7;18
CARCHI;TULCAN;EL CHICAL;Tardías (pasado los 14 años);2015;7;2
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;7;5
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;7;7
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;7;1
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;7;46
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;7;1
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;8;15
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;8;108
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;8;44
CARCHI;ESPEJO;EL ANGEL;Tardías (pasado los 14 años);2015;8;1
CARCHI;TULCAN;EL CHICAL;Oportunas (hasta 30 días);2015;8;1
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;8;15
CARCHI;TULCAN;EL CHICAL;Tardías (pasado los 14 años);2015;8;3
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;8;2
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;8;19
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;8;11
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;8;2
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;8;15
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (pasado los 14 años);2015;9;2
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;9;16
CARCHI;TULCAN;GONZALEZ SUAREZ;Oportunas (hasta 30 días);2015;9;123
CARCHI;ESPEJO;EL ANGEL;Oportunas (hasta 30 días);2015;9;8
CARCHI;ESPEJO;EL ANGEL;Tardías (hasta 14 años);2015;9;12
CARCHI;TULCAN;EL CHICAL;Oportunas (hasta 30 días);2015;9;2
CARCHI;TULCAN;EL CHICAL;Tardías (hasta 14 años);2015;9;29
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Oportunas (hasta 30 días);2015;9;1
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (hasta 14 años);2015;9;11
CARCHI;TULCAN;TOBAR DONOSO(LA BOCANA DE;Tardías (pasado los 14 años);2015;9;3
CARCHI;TULCAN;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;9;45
CARCHI;MONTUFAR;GONZALEZ SUAREZ;Tardías (hasta 14 años);2015;9;13
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;1;24
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;1;189
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;1;33
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;1;42
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;1;10
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;1;17
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;1;117
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;1;42
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;1;12
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;1;4
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (pasado los 14 años);2015;1;2
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;1;9
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;1;2
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;1;152
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;1;6
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;1;14
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;1;2
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;1;2
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;1;38
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;1;15
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (pasado los 14 años);2015;1;1
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;1;20
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;2;160
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;2;4
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;2;115
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;2;18
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;2;42
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;2;11
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;2;12
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;2;24
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;2;18
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;2;9
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;2;7
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;2;11
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;2;120
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;2;1
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (pasado los 14 años);2015;2;3
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;2;2
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;2;38
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;2;6
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;2;19
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;2;8
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;2;3
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;2;18
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;3;17
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;3;20
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;3;15
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;3;13
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;3;4
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;3;101
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (pasado los 14 años);2015;3;2
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;3;8
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;3;13
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;3;11
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;3;5
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;3;11
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;3;49
CHIMBORAZO;PENIPE;PENIPE;Tardías (pasado los 14 años);2015;3;1
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;3;1
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;3;40
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;3;10
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;3;12
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;3;213
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;3;41
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;3;14
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;3;109
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;3;4
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;4;119
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;4;7
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (pasado los 14 años);2015;4;1
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;4;9
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;4;59
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;4;14
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;4;2
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (pasado los 14 años);2015;4;1
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;4;15
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;4;18
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;4;17
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (pasado los 14 años);2015;4;3
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;4;17
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;4;121
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;4;16
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;4;6
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;4;6
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;4;173
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;4;14
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;4;19
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;4;47
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;4;6
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;4;9
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;5;123
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;5;13
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;5;24
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;5;17
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;5;52
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;5;8
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;5;1
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;5;26
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;5;19
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;5;15
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;5;132
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;5;18
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;5;3
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (pasado los 14 años);2015;5;1
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;5;22
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;5;163
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;5;24
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;5;5
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;5;45
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;5;19
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;5;3
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;6;30
CHIMBORAZO;RIOBAMBA;VELOZ;Oportunas (hasta 30 días);2015;6;118
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;6;1
CHIMBORAZO;PENIPE;PENIPE;Tardías (hasta 14 años);2015;6;3
CHIMBORAZO;PENIPE;PENIPE;Oportunas (hasta 30 días);2015;6;2
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Oportunas (hasta 30 días);2015;6;174
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;6;11
CHIMBORAZO;GUANO;LA MATRIZ;Tardías (hasta 14 años);2015;6;13
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;6;18
CHIMBORAZO;COLTA;CAJABAMBA;Tardías (hasta 14 años);2015;6;7
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (pasado los 14 años);2015;6;7
CHIMBORAZO;ALAUSI;ALAUSI;Oportunas (hasta 30 días);2015;6;35
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (hasta 14 años);2015;6;18
CHIMBORAZO;COLTA;CAJABAMBA;Oportunas (hasta 30 días);2015;6;21
CHIMBORAZO;CHUNCHI;CHUNCHI;Tardías (pasado los 14 años);2015;6;1
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;6;16
CHIMBORAZO;CHUNCHI;CHUNCHI;Oportunas (hasta 30 días);2015;6;15
CHIMBORAZO;CUMANDA;CUMANDA;Oportunas (hasta 30 días);2015;6;13
CHIMBORAZO;GUAMOTE;GUAMOTE;Oportunas (hasta 30 días);2015;6;57
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (hasta 14 años);2015;6;26
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (pasado los 14 años);2015;6;2
CHIMBORAZO;RIOBAMBA;LIZARZABURU;Tardías (hasta 14 años);2015;6;141
CHIMBORAZO;RIOBAMBA;VELOZ;Tardías (hasta 14 años);2015;6;31
CHIMBORAZO;PALLATANGA;PALLATANGA;Tardías (hasta 14 años);2015;6;10
CHIMBORAZO;GUAMOTE;GUAMOTE;Tardías (hasta 14 años);2015;7;24
CHIMBORAZO;CUMANDA;CUMANDA;Tardías (hasta 14 años);2015;7;15
CHIMBORAZO;GUANO;LA MATRIZ;Oportunas (hasta 30 días);2015;7;10
CHIMBORAZO;ALAUSI;ALAUSI;Tardías (pasado los 14 años);2015;7;3
CHIMBORAZO;PALLATANGA;PALLATANGA;Oportunas (hasta 30 días);2015;7;16
