PROVINCIA;CANTON;PARROQUIA;TIPO DE INSCRIPCION;AÑO;MES;TOTAL
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (hasta 14 años);2015;6;41
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (pasado los 14 años);2015;6;3
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (pasado los 14 años);2015;6;2
GUAYAS;COLIMES;COLIMES;Oportunas (hasta 30 días);2015;6;18
GUAYAS;GUAYAQUIL;TARQUI;Oportunas (hasta 30 días);2015;6;461
GUAYAS;EL TRIUNFO;EL TRIUNFO;Oportunas (hasta 30 días);2015;6;67
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (hasta 14 años);2015;6;92
GUAYAS;COLIMES;COLIMES;Tardías (hasta 14 años);2015;6;27
GUAYAS;GUAYAQUIL;XIMENA;Tardías (pasado los 14 años);2015;6;8
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (hasta 14 años);2015;6;508
GUAYAS;MILAGRO;MILAGRO;Oportunas (hasta 30 días);2015;6;230
GUAYAS;EL EMPALME;VELASCO IBARRA;Oportunas (hasta 30 días);2015;6;58
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Oportunas (hasta 30 días);2015;6;63
GUAYAS;DAULE;DAULE;Tardías (hasta 14 años);2015;6;151
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías occuridas en el exterior;2015;6;79
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (hasta 14 años);2015;6;71
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Tardías (hasta 14 años);2015;6;36
GUAYAS;NARANJAL;NARANJAL;Oportunas (hasta 30 días);2015;6;76
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Tardías (hasta 14 años);2015;6;21
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (pasado los 14 años);2015;6;2
GUAYAS;COLIMES;COLIMES;Tardías (pasado los 14 años);2015;6;1
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (hasta 14 años);2015;6;290
GUAYAS;MILAGRO;MILAGRO;Tardías (hasta 14 años);2015;6;221
GUAYAS;NARANJITO;NARANJITO;Oportunas (hasta 30 días);2015;6;39
GUAYAS;PEDRO CARBO;PEDRO CARBO;Tardías (hasta 14 años);2015;6;68
GUAYAS;NARANJAL;NARANJAL;Tardías (hasta 14 años);2015;6;92
GUAYAS;BALZAR;BALZAR;Oportunas (hasta 30 días);2015;6;41
GUAYAS;GUAYAQUIL;TARQUI;Tardías (pasado los 14 años);2015;6;5
GUAYAS;MILAGRO;MILAGRO;Tardías (pasado los 14 años);2015;6;3
GUAYAS;GUAYAQUIL;XIMENA;Tardías (hasta 14 años);2015;6;569
GUAYAS;SAMBORONDON;SAMBORONDON;Oportunas (hasta 30 días);2015;6;26
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (hasta 14 años);2015;6;5
GUAYAS;PEDRO CARBO;PEDRO CARBO;Oportunas (hasta 30 días);2015;6;30
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Oportunas (hasta 30 días);2015;6;22
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (pasado los 14 años);2015;6;13
GUAYAS;SALITRE;SALITRE;Tardías (hasta 14 años);2015;6;40
GUAYAS;GUAYAQUIL;XIMENA;Tardías (hasta 14 años);2015;7;600
GUAYAS;COLIMES;COLIMES;Tardías (pasado los 14 años);2015;7;1
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías occuridas en el exterior;2015;7;98
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Oportunas (hasta 30 días);2015;7;60
GUAYAS;GUAYAQUIL;ROCAFUERTE;Oportunas (hasta 30 días);2015;7;425
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Tardías (hasta 14 años);2015;7;97
GUAYAS;DAULE;DAULE;Oportunas (hasta 30 días);2015;7;97
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (pasado los 14 años);2015;7;9
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (pasado los 14 años);2015;7;2
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (pasado los 14 años);2015;7;1
GUAYAS;DAULE;DAULE;Tardías (hasta 14 años);2015;7;159
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Tardías (hasta 14 años);2015;7;34
GUAYAS;SALITRE;SALITRE;Oportunas (hasta 30 días);2015;7;47
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (hasta 14 años);2015;7;35
GUAYAS;GUAYAQUIL;XIMENA;Tardías (pasado los 14 años);2015;7;3
GUAYAS;COLIMES;COLIMES;Tardías (hasta 14 años);2015;7;40
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Oportunas (hasta 30 días);2015;7;7
GUAYAS;GUAYAQUIL;TARQUI;Tardías (hasta 14 años);2015;7;568
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (hasta 14 años);2015;7;474
GUAYAS;SALITRE;SALITRE;Tardías (hasta 14 años);2015;7;42
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Oportunas (hasta 30 días);2015;7;181
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (hasta 14 años);2015;7;67
GUAYAS;MILAGRO;MILAGRO;Tardías (hasta 14 años);2015;7;210
GUAYAS;BALZAR;BALZAR;Oportunas (hasta 30 días);2015;7;29
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Oportunas (hasta 30 días);2015;7;15
GUAYAS;NARANJAL;NARANJAL;Oportunas (hasta 30 días);2015;7;68
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (hasta 14 años);2015;7;193
GUAYAS;GUAYAQUIL;TARQUI;Oportunas (hasta 30 días);2015;7;458
GUAYAS;NARANJITO;NARANJITO;Oportunas (hasta 30 días);2015;7;30
GUAYAS;GUAYAQUIL;TARQUI;Tardías (pasado los 14 años);2015;7;1
GUAYAS;PEDRO CARBO;PEDRO CARBO;Tardías (pasado los 14 años);2015;7;1
GUAYAS;BALZAR;BALZAR;Tardías (pasado los 14 años);2015;7;1
GUAYAS;PEDRO CARBO;PEDRO CARBO;Tardías (hasta 14 años);2015;7;72
GUAYAS;BALZAR;BALZAR;Tardías (hasta 14 años);2015;7;67
GUAYAS;PEDRO CARBO;PEDRO CARBO;Oportunas (hasta 30 días);2015;7;43
GUAYAS;EL TRIUNFO;EL TRIUNFO;Oportunas (hasta 30 días);2015;7;108
GUAYAS;COLIMES;COLIMES;Oportunas (hasta 30 días);2015;7;20
GUAYAS;EL EMPALME;VELASCO IBARRA;Oportunas (hasta 30 días);2015;7;54
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (pasado los 14 años);2015;7;33
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Tardías (hasta 14 años);2015;7;23
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (hasta 14 años);2015;7;80
GUAYAS;MILAGRO;MILAGRO;Oportunas (hasta 30 días);2015;7;244
GUAYAS;GUAYAQUIL;XIMENA;Oportunas (hasta 30 días);2015;7;741
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Oportunas (hasta 30 días);2015;7;140
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (hasta 14 años);2015;7;13
GUAYAS;NARANJITO;NARANJITO;Tardías (hasta 14 años);2015;7;32
GUAYAS;MILAGRO;MILAGRO;Tardías (pasado los 14 años);2015;7;2
GUAYAS;SAMBORONDON;SAMBORONDON;Oportunas (hasta 30 días);2015;7;28
GUAYAS;NARANJAL;NARANJAL;Tardías (hasta 14 años);2015;7;113
GUAYAS;BALZAR;BALZAR;Oportunas (hasta 30 días);2015;8;45
GUAYAS;COLIMES;COLIMES;Oportunas (hasta 30 días);2015;8;13
GUAYAS;DAULE;DAULE;Oportunas (hasta 30 días);2015;8;117
GUAYAS;NARANJAL;NARANJAL;Tardías (pasado los 14 años);2015;8;3
GUAYAS;GUAYAQUIL;XIMENA;Oportunas (hasta 30 días);2015;8;710
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (hasta 14 años);2015;8;49
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías occuridas en el exterior;2015;8;86
GUAYAS;MILAGRO;MILAGRO;Oportunas (hasta 30 días);2015;8;197
GUAYAS;DAULE;DAULE;Tardías (hasta 14 años);2015;8;142
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Oportunas (hasta 30 días);2015;8;134
GUAYAS;GUAYAQUIL;XIMENA;Tardías (pasado los 14 años);2015;8;7
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (pasado los 14 años);2015;8;23
GUAYAS;GUAYAQUIL;TARQUI;Oportunas (hasta 30 días);2015;8;518
GUAYAS;GUAYAQUIL;XIMENA;Tardías (hasta 14 años);2015;8;528
GUAYAS;NARANJITO;NARANJITO;Tardías (hasta 14 años);2015;8;31
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Oportunas (hasta 30 días);2015;8;68
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (hasta 14 años);2015;8;8
GUAYAS;SALITRE;SALITRE;Oportunas (hasta 30 días);2015;8;39
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Tardías (pasado los 14 años);2015;8;1
GUAYAS;NARANJITO;NARANJITO;Oportunas (hasta 30 días);2015;8;31
GUAYAS;MILAGRO;MILAGRO;Tardías (pasado los 14 años);2015;8;6
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Oportunas (hasta 30 días);2015;8;6
GUAYAS;PEDRO CARBO;PEDRO CARBO;Tardías (hasta 14 años);2015;8;67
GUAYAS;SAMBORONDON;SAMBORONDON;Oportunas (hasta 30 días);2015;8;23
GUAYAS;NARANJAL;NARANJAL;Oportunas (hasta 30 días);2015;8;76
GUAYAS;PEDRO CARBO;PEDRO CARBO;Oportunas (hasta 30 días);2015;8;36
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (pasado los 14 años);2015;8;1
GUAYAS;GUAYAQUIL;TARQUI;Tardías (pasado los 14 años);2015;8;1
GUAYAS;GUAYAQUIL;TARQUI;Tardías (hasta 14 años);2015;8;566
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Tardías (hasta 14 años);2015;8;23
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Oportunas (hasta 30 días);2015;8;151
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (pasado los 14 años);2015;8;1
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Tardías (hasta 14 años);2015;8;93
GUAYAS;EL TRIUNFO;EL TRIUNFO;Oportunas (hasta 30 días);2015;8;67
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Tardías (hasta 14 años);2015;8;25
GUAYAS;SALITRE;SALITRE;Tardías (hasta 14 años);2015;8;23
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (hasta 14 años);2015;8;30
GUAYAS;GUAYAQUIL;ROCAFUERTE;Oportunas (hasta 30 días);2015;8;406
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (hasta 14 años);2015;8;197
GUAYAS;MILAGRO;MILAGRO;Tardías (hasta 14 años);2015;8;211
GUAYAS;COLIMES;COLIMES;Tardías (hasta 14 años);2015;8;41
GUAYAS;EL EMPALME;VELASCO IBARRA;Oportunas (hasta 30 días);2015;8;34
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (pasado los 14 años);2015;8;7
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (hasta 14 años);2015;8;506
GUAYAS;BALZAR;BALZAR;Tardías (hasta 14 años);2015;8;85
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (hasta 14 años);2015;8;87
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Oportunas (hasta 30 días);2015;8;25
GUAYAS;NARANJAL;NARANJAL;Tardías (hasta 14 años);2015;8;101
GUAYAS;GUAYAQUIL;XIMENA;Oportunas (hasta 30 días);2015;9;834
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (pasado los 14 años);2015;9;1
GUAYAS;NARANJITO;NARANJITO;Oportunas (hasta 30 días);2015;9;42
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Tardías (hasta 14 años);2015;9;49
GUAYAS;BALZAR;BALZAR;Oportunas (hasta 30 días);2015;9;41
GUAYAS;SALITRE;SALITRE;Oportunas (hasta 30 días);2015;9;35
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (pasado los 14 años);2015;9;1
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Tardías (pasado los 14 años);2015;9;1
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Oportunas (hasta 30 días);2015;9;143
GUAYAS;GUAYAQUIL;TARQUI;Tardías (hasta 14 años);2015;9;614
GUAYAS;NARANJAL;NARANJAL;Tardías (hasta 14 años);2015;9;117
GUAYAS;COLIMES;COLIMES;Oportunas (hasta 30 días);2015;9;20
GUAYAS;DAULE;DAULE;Tardías (pasado los 14 años);2015;9;6
GUAYAS;MILAGRO;MILAGRO;Tardías (pasado los 14 años);2015;9;3
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Tardías (pasado los 14 años);2015;9;1
GUAYAS;GUAYAQUIL;XIMENA;Tardías (hasta 14 años);2015;9;604
GUAYAS;PEDRO CARBO;PEDRO CARBO;Tardías (hasta 14 años);2015;9;66
GUAYAS;GUAYAQUIL;ROCAFUERTE;Oportunas (hasta 30 días);2015;9;418
GUAYAS;BALZAR;BALZAR;Tardías (hasta 14 años);2015;9;61
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Oportunas (hasta 30 días);2015;9;7
GUAYAS;MILAGRO;MILAGRO;Oportunas (hasta 30 días);2015;9;199
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías occuridas en el exterior;2015;9;64
GUAYAS;YAGUACHI;SAN JACINTO DE YAGUACHI;Oportunas (hasta 30 días);2015;9;18
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Oportunas (hasta 30 días);2015;9;99
GUAYAS;NARANJITO;NARANJITO;Tardías (hasta 14 años);2015;9;42
GUAYAS;SALITRE;SALITRE;Tardías (pasado los 14 años);2015;9;1
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (pasado los 14 años);2015;9;27
GUAYAS;EL TRIUNFO;EL TRIUNFO;Oportunas (hasta 30 días);2015;9;81
GUAYAS;COLIMES;COLIMES;Tardías (hasta 14 años);2015;9;51
GUAYAS;EL EMPALME;VELASCO IBARRA;Tardías (hasta 14 años);2015;9;98
GUAYAS;SALITRE;SALITRE;Tardías (hasta 14 años);2015;9;30
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (pasado los 14 años);2015;9;2
GUAYAS;NARANJAL;NARANJAL;Tardías (pasado los 14 años);2015;9;7
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (pasado los 14 años);2015;9;4
GUAYAS;NOBOL/PIEDRAHITA;NARCISA DE JESUS;Tardías (hasta 14 años);2015;9;3
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (pasado los 14 años);2015;9;1
GUAYAS;DAULE;DAULE;Tardías (hasta 14 años);2015;9;187
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Tardías (hasta 14 años);2015;9;36
GUAYAS;MILAGRO;MILAGRO;Tardías (hasta 14 años);2015;9;192
GUAYAS;PLAYAS;GRAL VILLAMIL/PLAYAS/;Tardías (hasta 14 años);2015;9;107
GUAYAS;SAMBORONDON;SAMBORONDON;Oportunas (hasta 30 días);2015;9;24
GUAYAS;GUAYAQUIL;XIMENA;Tardías (pasado los 14 años);2015;9;7
GUAYAS;A. BAQUERIZO MORENO;A BAQUERIZO M /JUJAN/;Tardías (hasta 14 años);2015;9;12
GUAYAS;GUAYAQUIL;ROCAFUERTE;Tardías (hasta 14 años);2015;9;583
GUAYAS;GUAYAQUIL;TARQUI;Oportunas (hasta 30 días);2015;9;516
GUAYAS;DURAN;ELOY ALFARO /DURAN/;Tardías (hasta 14 años);2015;9;166
GUAYAS;SAMBORONDON;SAMBORONDON;Tardías (hasta 14 años);2015;9;42
GUAYAS;GUAYAQUIL;FEBRES CORDERO;Oportunas (hasta 30 días);2015;9;154
GUAYAS;PEDRO CARBO;PEDRO CARBO;Oportunas (hasta 30 días);2015;9;34
GUAYAS;GUAYAQUIL;TARQUI;Tardías (pasado los 14 años);2015;9;2
GUAYAS;EL EMPALME;VELASCO IBARRA;Oportunas (hasta 30 días);2015;9;75
GUAYAS;DAULE;DAULE;Oportunas (hasta 30 días);2015;9;138
GUAYAS;EL TRIUNFO;EL TRIUNFO;Tardías (hasta 14 años);2015;9;74
GUAYAS;NARANJAL;NARANJAL;Oportunas (hasta 30 días);2015;9;67
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;1;114
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;1;26
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;1;4
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;1;10
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;1;30
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;1;29
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;1;1
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;1;23
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;1;186
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (pasado los 14 años);2015;1;1
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;1;238
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;1;78
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;1;2
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;2;90
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;2;163
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;2;184
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;2;1
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;2;120
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;2;17
IMBABURA;COTACACHI;APUELA;Oportunas (hasta 30 días);2015;1;2
IMBABURA;COTACACHI;APUELA;Tardías (hasta 14 años);2015;1;2
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;2;22
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;2;27
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;2;6
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;2;20
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;2;1
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;3;138
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;3;30
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;3;2
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;3;27
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;3;1
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;3;100
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;3;26
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;3;12
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;3;14
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;3;5
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;3;202
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;3;194
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;4;2
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;4;14
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;4;230
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;4;106
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;4;39
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;4;42
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;4;196
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;4;3
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;4;34
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;4;108
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;4;2
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;4;39
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;5;1
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;5;93
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;5;227
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;5;2
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;5;5
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;5;184
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;5;105
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;5;29
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;5;39
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;5;10
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;5;24
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;6;210
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;6;1
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;6;28
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;6;14
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;6;8
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;6;102
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;6;29
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;6;208
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;6;90
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;6;29
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;6;7
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;7;2
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;7;24
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;7;226
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;7;18
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;7;1
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;7;93
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;7;5
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;7;40
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;7;27
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;7;87
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;7;155
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;7;1
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;8;171
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;8;2
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;8;6
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;8;33
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;8;110
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;8;6
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;8;3
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;8;237
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;8;32
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;8;16
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;8;86
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;8;28
IMBABURA;IBARRA;SAGRARIO;Tardías (hasta 14 años);2015;9;158
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Oportunas (hasta 30 días);2015;9;46
IMBABURA;OTAVALO;JORDAN;Oportunas (hasta 30 días);2015;9;97
IMBABURA;COTACACHI;SAGRARIO;Tardías (hasta 14 años);2015;9;20
IMBABURA;IBARRA;SAGRARIO;Oportunas (hasta 30 días);2015;9;207
IMBABURA;PIMAMPIRO;PIMAMPIRO;Oportunas (hasta 30 días);2015;9;6
IMBABURA;OTAVALO;JORDAN;Tardías (hasta 14 años);2015;9;122
IMBABURA;OTAVALO;JORDAN;Tardías (pasado los 14 años);2015;9;1
IMBABURA;PIMAMPIRO;PIMAMPIRO;Tardías (hasta 14 años);2015;9;9
IMBABURA;COTACACHI;SAGRARIO;Oportunas (hasta 30 días);2015;9;36
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (hasta 14 años);2015;9;11
IMBABURA;ANTONIO ANTE;ATUNTAQUI;Tardías (pasado los 14 años);2015;9;2
IMBABURA;IBARRA;SAGRARIO;Tardías (pasado los 14 años);2015;9;10
LOJA;PALTAS;CATACOCHA;Oportunas (hasta 30 días);2015;1;12
LOJA;SARAGURO;SARAGURO;Oportunas (hasta 30 días);2015;1;2
LOJA;SARAGURO;SARAGURO;Tardías (hasta 14 años);2015;1;27
LOJA;MACARA;MACARA;Tardías (pasado los 14 años);2015;1;1
LOJA;ESPINDOLA;AMALUZA;Oportunas (hasta 30 días);2015;1;1
LOJA;CALVAS;CARIAMANGA;Tardías (hasta 14 años);2015;1;28
LOJA;CATAMAYO;CATAMAYO;Tardías (hasta 14 años);2015;1;25
LOJA;LOJA;EL SAGRARIO;Tardías occuridas en el exterior;2015;1;2
LOJA;CELICA;CELICA;Oportunas (hasta 30 días);2015;1;16
LOJA;MACARA;MACARA;Oportunas (hasta 30 días);2015;1;21
LOJA;LOJA;EL SAGRARIO;Tardías (pasado los 14 años);2015;1;1
LOJA;ESPINDOLA;AMALUZA;Tardías (hasta 14 años);2015;1;2
LOJA;LOJA;EL SAGRARIO;Oportunas (hasta 30 días);2015;1;196
LOJA;PALTAS;CATACOCHA;Tardías (hasta 14 años);2015;1;18
LOJA;CALVAS;CARIAMANGA;Tardías (pasado los 14 años);2015;1;4
